,,1999-00,,,2000-01,,,2001-02,,,2002-03,,,2003-04,,,2004-05,,,2005-06,,,2006-07,,,2007-08,,,2009-10,,,2010-11,,,2011-12,,,2012-13,,,2013-14,,,2014-15,,,2015-16,,,2016-17,,,2017-18,,,2018-19,,,2019-20,,,2020-21,,,2021-22,,,2022-23,,
Code,Area,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £,Number of Individuals,Mean £,Median £
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E09000031,Waltham Forest,"91,000","18,500","15,000","114,000 ","19,600 ","15,100 ","99,000","20,300","16,600","102,000","20,100","17,200","94,000","20,100","16,800","111,000","20,800","16,600","114,000","22,000","17,700","115,000","23,100","17,900","121,000","23,200","18,200","119,000","24,800","20,600","129,000","24,400","19,700","123,000","25,300","20,300","121,000","26,200 ","21,400 ","124,000","27,000 ","21,900 ","128,000","28,200 ","22,700 ","135,000","29,400 ","23,900 ","135,000","30,300 ","24,500 ","138,000","31,900 ","25,500 ","134,000","33,700 ","26,800 ","139,000","34,900 ","27,700 ","133,000","37,100","28,900","140,000","40,100","30,900","140,000","41,400","32,500"
E09000032,Wandsworth,"144,000","29,300","18,100"," 144,000 "," 36,300 "," 21,000 ","143,000","36,000","21,700","143,000","35,700","22,000","134,000","37,800","22,600","154,000","38,200","22,000","155,000","44,100","24,500","162,000","45,400","25,300","167,000","49,500","26,100","157,000","52,800","29,200","159,000","50,700","29,000","161,000","53,400","29,400","155,000","54,700 ","31,000 ","164,000","59,900 ","31,900 ","168,000","59,200 ","32,900 ","171,000","63,600 ","34,200 ","169,000","64,900 ","35,000 ","171,000","67,900 ","34,500 ","168,000","70,400 ","37,100 ","172,000","72,400 ","38,900 ","168,000","75,300","39,000","182,000","79,700","40,200","190,000","81,500","42,200"
E09000033,Westminster,"96,000","46,400","17,300"," 113,000 "," 49,100 "," 23,000 ","95,000","55,600","21,900","88,000","56,600","22,800","85,000","57,500","23,500","105,000","56,500","23,100","105,000","68,100","27,100","108,000","73,600","27,000","111,000","82,600","29,200","103,000","93,500","31,900","107,000","83,400","31,400","104,000","88,200","32,400","99,000","92,200 ","35,200 ","100,000","107,000 ","36,400 ","102,000","104,000 ","35,100 ","105,000","109,000 ","37,800 ","106,000","107,000 ","36,100 ","98,000","124,000 ","39,700 ","102,000","120,000 ","39,200 ","98,000","118,000 ","39,900 ","100,000","123,000","42,100","102,000","133,000","41,200","106,000","133,000","42,600"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E12000001,North East,"1,090,000","16,300","12,900","1,160,000","16,600","13,200","1,180,000","17,500","14,200","1,190,000","17,900","14,400","1,170,000","18,500","14,800","1,260,000","19,100","15,000","1,250,000","20,200","15,500","1,330,000","21,000","16,300","1,320,000","22,100","17,100","1,190,000","23,900","18,400","1,190,000","22,900","18,000","1,170,000","24,300","19,100","1,160,000","25,000 ","19,700 ","1,150,000","26,000 ","20,400 ","1,120,000","26,600 ","20,800 ","1,150,000","27,600 ","21,500 ","1,140,000","27,600 ","22,100 ","1,120,000","28,500 ","22,600 ","1,160,000","28,800 ","22,900 ","1,140,000","30,000 ","23,800 ","1,170,000 ","30,600 ","24,300 ","1,230,000","31,500 ","24,900 ","1,280,000","32,300 ","25,700 "
E12000002,North West,"3,080,000","17,500","13,500","3,220,000","18,000","13,900","3,190,000","18,800","14,600","3,210,000","19,300","14,900","3,160,000","19,500","14,900","3,310,000","20,500","15,500","3,360,000","21,700","16,100","3,450,000","22,300","16,600","3,490,000","23,300","17,400","3,300,000","24,900","18,500","3,340,000","24,200","18,400","3,260,000","25,400","19,200","3,260,000","26,000 ","19,700 ","3,220,000","27,300 ","20,600 ","3,230,000","28,000 ","21,100 ","3,260,000","29,300 ","21,900 ","3,280,000","29,400 ","22,300 ","3,260,000","30,300 ","23,100 ","3,330,000","30,900 ","23,700 ","3,310,000","32,100 ","24,600 ","3,340,000 ","32,600 ","25,000 ","3,490,000","34,000 ","25,700 ","3,640,000","34,900 ","26,800 "
E12000003,Yorkshire and The Humber,"2,210,000","17,300","13,400","2,390,000","17,400","13,600","2,340,000","18,700","14,600","2,360,000","18,900","14,600","2,340,000","19,400","15,100","2,430,000","20,300","15,500","2,500,000","21,400","16,200","2,590,000","22,100","16,600","2,580,000","23,100","17,400","2,410,000","24,600","18,200","2,470,000","23,800","18,200","2,390,000","24,900","19,000","2,380,000","25,600 ","19,600 ","2,360,000","26,700 ","20,400 ","2,390,000","27,400 ","21,000 ","2,410,000","28,400 ","21,500 ","2,430,000","28,400 ","21,900 ","2,410,000","29,400 ","22,600 ","2,430,000","30,200 ","23,300 ","2,430,000","31,200 ","24,300 ","2,460,000 ","31,500 ","24,500 ","2,550,000","33,000 ","25,300 ","2,680,000","33,900 ","26,500 "
E12000004,East Midlands,"1,940,000","18,000","13,900","2,080,000","18,200","13,900","2,070,000","19,200","14,500","2,090,000","19,800","15,200","2,090,000","20,100","15,400","2,190,000","20,800","15,900","2,240,000","22,100","16,600","2,300,000","22,900","17,000","2,340,000","23,900","17,900","2,200,000","25,100","18,500","2,220,000","24,400","18,800","2,170,000","25,600","19,300","2,170,000","26,400 ","19,900 ","2,140,000","27,600 ","20,800 ","2,160,000","28,200 ","21,200 ","2,210,000","29,600 ","22,100 ","2,210,000","29,300 ","22,200 ","2,220,000","30,500 ","23,300 ","2,260,000","31,000 ","23,700 ","2,230,000","32,100 ","24,700 ","2,310,000 ","32,200 ","24,800 ","2,380,000","33,800 ","25,800 ","2,490,000","34,700 ","26,700 "
E12000005,West Midlands,"2,380,000","17,900","13,800","2,530,000","18,300","14,300","2,500,000","19,100","14,800","2,500,000","19,500","15,300","2,490,000","19,800","15,400","2,640,000","20,500","15,900","2,640,000","21,700","16,400","2,710,000","22,600","17,000","2,750,000","23,400","17,600","2,530,000","24,800","18,600","2,610,000","24,000","18,400","2,560,000","25,400","19,400","2,530,000","26,000 ","19,900 ","2,500,000","27,200 ","20,500 ","2,550,000","27,700 ","20,900 ","2,570,000","29,200 ","21,900 ","2,580,000","29,600 ","22,400 ","2,560,000","30,300 ","23,200 ","2,630,000","31,200 ","23,600 ","2,610,000","32,000 ","24,500 ","2,610,000 ","32,200 ","24,700 ","2,760,000","33,600 ","25,500 ","2,880,000","34,500 ","26,500 "
E12000006,East of England,"2,530,000","21,300","15,500","2,750,000","22,000","15,800","2,720,000","23,100","16,500","2,780,000","23,300","16,900","2,740,000","23,500","16,900","2,840,000","24,400","17,400","2,980,000","25,800","18,000","3,010,000","27,000","18,700","3,070,000","28,200","19,400","2,940,000","29,700","20,400","2,980,000","28,900","20,500","2,970,000","30,100","21,100","2,950,000","30,900 ","21,900 ","2,970,000","32,700 ","22,900 ","2,980,000","33,200 ","23,200 ","3,040,000","35,000 ","24,100 ","3,030,000","34,900 ","24,700 ","3,070,000","36,100 ","25,500 ","3,090,000","36,800 ","26,000 ","3,090,000","38,000 ","27,100 ","3,110,000 ","38,600 ","27,500 ","3,240,000","40,900 ","28,400 ","3,360,000","41,900 ","29,700 "
E12000007,London,"3,290,000","25,100","16,600","3,610,000","27,100","17,600","3,390,000","28,800","18,500","3,420,000","28,500","18,800","3,330,000","29,100","19,100","3,740,000","29,900","19,000","3,790,000","32,800","20,300","3,890,000","34,700","20,800","4,030,000","37,400","21,800","3,840,000","39,800","23,400","3,930,000","37,700","23,300","3,950,000","39,100","23,800","3,930,000","39,900 ","24,600 ","3,950,000","43,300 ","25,600 ","4,010,000","44,000 ","26,400 ","4,130,000","46,700 ","27,200 ","4,210,000","46,900 ","27,900 ","4,180,000","49,000 ","28,800 ","4,260,000","50,100 ","29,600 ","4,240,000","51,800 ","30,700 ","4,180,000 ","54,200 ","31,500 ","4,310,000","58,300 ","32,900 ","4,570,000","59,000 ","34,100 "
E12000008,South East,"3,990,000","22,700","15,700","4,340,000","23,800","16,500","4,240,000","25,000","17,200","4,140,000","25,100","17,400","3,990,000","25,600","17,800","4,330,000","26,400","18,300","4,500,000","28,100","19,000","4,580,000","29,500","19,600","4,660,000","30,900","20,400","4,430,000","32,600","21,600","4,570,000","31,200","21,300","4,490,000","32,900","22,300","4,500,000","33,700 ","23,100 ","4,480,000","35,700 ","23,900 ","4,520,000","36,200 ","24,400 ","4,610,000","37,900 ","25,200 ","4,640,000","38,000 ","25,800 ","4,630,000","39,200 ","26,700 ","4,650,000","39,900 ","27,100 ","4,640,000","41,400 ","28,200 ","4,670,000 ","42,000 ","28,600 ","4,830,000","44,700 ","29,700 ","5,060,000","45,600 ","30,800 "
E12000009,South West,"2,410,000","18,200","13,800","2,590,000","18,500","14,300","2,550,000","19,500","14,900","2,570,000","19,800","15,200","2,500,000","20,300","15,600","2,620,000","20,900","15,900","2,710,000","22,200","16,500","2,760,000","23,200","17,200","2,860,000","24,300","18,000","2,690,000","25,700","19,000","2,760,000","24,900","18,800","2,700,000","26,100","19,600","2,670,000","27,000 ","20,300 ","2,670,000","28,400 ","21,200 ","2,720,000","28,800 ","21,600 ","2,720,000","30,400 ","22,400 ","2,720,000","30,200 ","22,700 ","2,740,000","31,300 ","23,700 ","2,740,000","32,100 ","24,400 ","2,740,000","33,200 ","25,300 ","2,790,000 ","33,700 ","25,500 ","2,900,000","35,300 ","26,400 ","3,040,000","36,200 ","27,400 "
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E92000001,England,"22,900,000","20,000","14,500","24,700,000","20,800","15,000","24,200,000","21,800","15,700","24,300,000","22,100","16,000","23,800,000","22,400","16,200","25,400,000","23,300","16,600","26,000,000","24,900","17,400","26,600,000","26,000","17,900","27,100,000","27,400","18,700","25,500,000","29,100","19,800","26,100,000","28,000","19,700","25,700,000","29,400","20,500","25,500,000","30,100","21,200","25,400,000","31,900","22,100","25,700,000","32,500","22,600","26,100,000","34,200","23,400","26,300,000","34,300","23,900","26,200,000","35,500","24,700","2,660,000","36,200","25,300","2,640,000","37,500","26,300","26,600,000 ","38,200","26,600","27,700,000","40,300","27,500","29,000,000","41,300","28,600"
W92000004,Wales,"1,200,000","16,800","13,400","1,330,000","16,500","13,100","1,330,000","17,700","14,400","1,360,000","17,900","14,400","1,340,000","18,300","14,600","1,410,000","19,100","15,000","1,450,000","20,000","15,500","1,480,000","20,700","16,100","1,510,000","21,700","16,900","1,400,000","23,000","18,000","1,440,000","22,500","17,900","1,410,000","23,700","18,800","1,390,000","24,300","19,400","1,350,000","25,600","20,300","1,340,000","26,300","21,000","1,350,000","27,100","21,400","1,380,000","27,100","21,700","1,350,000","28,200","22,500","1,360,000","28,900","23,200","1,360,000","30,000","24,100","1,420,000 ","30,400","24,400","1,480,000","31,600","25,200","1,520,000","32,600","26,400"
S92000003,Scotland,"2,270,000","18,000","13,900","2,490,000","18,200","14,200","2,450,000","19,500","15,200","2,490,000","19,500","15,100","2,470,000","20,000","15,500","2,570,000","20,900","16,000","2,650,000","22,200","16,700","2,700,000","23,500","17,500","2,780,000","24,600","18,200","2,630,000","26,000","19,400","2,720,000","25,200","19,200","2,640,000","27,000","20,300","2,590,000","27,800","21,100","2,590,000","29,100","21,800","2,600,000","29,700","22,100","2,600,000","30,700","23,000","2,600,000","30,700","23,400","2,550,000","31,500","24,100","2,590,000","32,200","24,600","2,570,000","33,300","25,700","2,580,000 ","33,600","26,000","2,690,000","35,100","26,800","2,820,000","36,200","28,100"
N92000002,Northern Ireland,"638,000","16,500","13,000","666,000","17,300","13,400","552,000","18,700","14,100","629,000","18,400","14,200","701,000","18,900","14,700","746,000","19,600","15,400","773,000","20,900","15,900","785,000","22,000","16,600","801,000","23,000","17,300","747,000","23,500","17,800","762,000","23,100","18,000","746,000","24,200","19,100","732,000","24,900","19,600","730,000","25,600","20,100","738,000","26,200","20,900","725,000","27,400","21,600","741,000","27,200","21,400","760,000","28,900","23,200","777,000","29,200","23,400","783,000","30,600","24,600","783,000 ","31,100","24,800","810,000","32,400","25,800","842,000","33,300","26,900"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K02000001,United Kingdom,"27,200,000","19,600","14,400","29,300,000","20,300","14,800","28,600,000","21,400","15,500","28,900,000","21,600","15,800","28,500,000","21,900","16,000","30,300,000","22,800","16,400","31,100,000","24,300","17,100","31,800,000","25,500","17,700","32,500,000","26,800","18,500","30,600,000","28,400","19,600","31,300,000","27,400","19,500","30,800,000","28,800","20,300","30,600,000","29,600","21,000","30,400,000","31,300","21,900","30,700,000","31,800","22,400","31,000,000","33,400","23,200","31,200,000","33,500","23,600","31,200,000","34,800","24,400","3,160,000","35,400","25,000","3,150,000","36,700","26,000","31,700,000 ","37,300","26,300","33,000,000","39,400","27,200","34,500,000","40,400","28,400"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
